case_caseNumber,case_caseSectors_code,case_caseSectors_label,case_caseSectors_code_level1,case_caseSectors_code_level2,case_caseSectors_code_level3,has_keyword_hit
M.3822,NaceSectorsC_17,C.17 - Manufacture of paper and paper products,NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17,0
M.3823,NaceSectorsH_51,H.51 - Air transport,NaceSectorsH,NaceSectorsH_51,NaceSectorsH_51,0
M.3824,NaceSectorsC_13,C.13 - Manufacture of textiles,NaceSectorsC,NaceSectorsC_13,NaceSectorsC_13,0
M.3825,NaceSectorsD_35,"D.35 - Electricity, gas, steam and air conditioning supply",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35,0
M.3826,NaceSectorsM_74_9_0,"M.74.90 - Other professional, scientific and technical activities n.e.c.",NaceSectorsM,NaceSectorsM_74,NaceSectorsM_74_9,0
M.3829,NaceSectorsH_50_2_0,H.50.20 - Sea and coastal freight water transport,NaceSectorsH,NaceSectorsH_50,NaceSectorsH_50_2,0
M.3830,NaceSectorsC_22_2_2,C.22.22 - Manufacture of plastic packing goods,NaceSectorsC,NaceSectorsC_22,NaceSectorsC_22_2,0
M.3831,NaceSectorsB_9_1,B.09.1 - Support activities for petroleum and natural gas extraction,NaceSectorsB,NaceSectorsB_9,NaceSectorsB_9_1,0
M.3832,NaceSectorsC_17_1_2,C.17.12 - Manufacture of paper and paperboard,NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_1,0
M.3833,NaceSectorsG_47_6_5,G.47.65 - Retail sale of games and toys in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_6,0
M.3836,NaceSectorsC_27_9,C.27.9 - Manufacture of other electrical equipment,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_9,0
M.3836,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.3837,NaceSectorsH_49,H.49 - Land transport and transport via pipelines,NaceSectorsH,NaceSectorsH_49,NaceSectorsH_49,0
M.3838,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.3839,NaceSectorsC_20_1,"C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.384,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.3840,NaceSectorsC_14,C.14 - Manufacture of wearing apparel,NaceSectorsC,NaceSectorsC_14,NaceSectorsC_14,0
M.3840,NaceSectorsG_47_7_1,G.47.71 - Retail sale of clothing in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_7,0
M.3840,NaceSectorsG_47_7_5,G.47.75 - Retail sale of cosmetic and toilet articles in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_7,0
M.3841,NaceSectorsE_36_0_0,"E.36.00 - Water collection, treatment and supply",NaceSectorsE,NaceSectorsE_36,NaceSectorsE_36_0,0
M.3843,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.3843,NaceSectorsS_96_0,S.96.0 - Other personal service activities,NaceSectorsS,NaceSectorsS_96,NaceSectorsS_96_0,0
M.3844,NaceSectorsJ_62_0,"J.62.0 - Computer programming, consultancy and related activities",NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.3845,NaceSectorsC_10,C.10 - Manufacture of food products,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10,0
M.3848,NaceSectorsH_52_1,H.52.1 - Warehousing and storage,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_1,0
M.3849,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.3850,NaceSectorsJ_58_1,"J.58.1 - Publishing of books, periodicals and other publishing activities",NaceSectorsJ,NaceSectorsJ_58,NaceSectorsJ_58_1,0
M.3852,NaceSectorsG_45_1,G.45.1 - Sale of motor vehicles,NaceSectorsG,NaceSectorsG_45,NaceSectorsG_45_1,0
M.3853,NaceSectorsC_21_2_0,C.21.20 - Manufacture of pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21_2,0
M.3854,NaceSectorsC_20_1_4,C.20.14 - Manufacture of other organic basic chemicals,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.3854,NaceSectorsC_20_1_5,C.20.15 - Manufacture of fertilisers and nitrogen compounds,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.3855,NaceSectorsC_23_2_0,C.23.20 - Manufacture of refractory products,NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_2,0
M.3856,NaceSectorsC_30_3,C.30.3 - Manufacture of air and spacecraft and related machinery,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_3,0
M.3857,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.3858,NaceSectorsI_55_1_0,I.55.10 - Hotels and similar accommodation,NaceSectorsI,NaceSectorsI_55,NaceSectorsI_55_1,1
M.3862,NaceSectorsL_68_3_2,L.68.32 - Management of real estate on a fee or contract basis,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68_3,0
M.3863,NaceSectorsH_50_2_0,H.50.20 - Sea and coastal freight water transport,NaceSectorsH,NaceSectorsH_50,NaceSectorsH_50_2,0
M.3864,NaceSectorsF_41_2_0,F.41.20 - Construction of residential and non-residential buildings,NaceSectorsF,NaceSectorsF_41,NaceSectorsF_41_2,0
M.3865,NaceSectorsC_24_1,C.24.1 - Manufacture of basic iron and steel and of ferro-alloys,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_1,0
M.3866,NaceSectorsJ_62_0,"J.62.0 - Computer programming, consultancy and related activities",NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.3867,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.3867,NaceSectorsD_35_2,D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_2,0
M.3868,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.3868,NaceSectorsD_35_2,D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_2,0
M.3869,NaceSectorsD_35_1_1,D.35.11 - Production of electricity,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.3870,NaceSectorsC_17_1_2,C.17.12 - Manufacture of paper and paperboard,NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_1,1
M.3871,NaceSectorsK_66_1_2,K.66.12 - Security and commodity contracts brokerage,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_1,0
M.3871,NaceSectorsK_66_1_9,"K.66.19 - Other activities auxiliary to financial services, except insurance and pension funding",NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_1,0
M.3872,NaceSectorsN_78_1_0,N.78.10 - Activities of employment placement agencies,NaceSectorsN,NaceSectorsN_78,NaceSectorsN_78_1,0
M.3873,NaceSectorsL_68_1_0,L.68.10 - Buying and selling of own real estate,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68_1,0
M.3874,NaceSectorsC_32,C.32 - Other manufacturing,NaceSectorsC,NaceSectorsC_32,NaceSectorsC_32,0
M.3875,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.3875,NaceSectorsG_45_2,G.45.2 - Maintenance and repair of motor vehicles,NaceSectorsG,NaceSectorsG_45,NaceSectorsG_45_2,0
M.3876,NaceSectorsC_10_4,C.10.4 - Manufacture of vegetable and animal oils and fats,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_4,0
M.3876,NaceSectorsC_20_1,"C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.3877,NaceSectorsH_50,H.50 - Water transport,NaceSectorsH,NaceSectorsH_50,NaceSectorsH_50,0
M.3877,NaceSectorsN_79_1_2,N.79.12 - Tour operator activities,NaceSectorsN,NaceSectorsN_79,NaceSectorsN_79_1,0
M.388,NaceSectorsC_10_5_2,C.10.52 - Manufacture of ice cream,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_5,0
M.3881,NaceSectorsG_46_4_6,G.46.46 - Wholesale of pharmaceutical goods,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_4,0
M.3883,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.3883,NaceSectorsD_35_2,D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_2,0
M.3884,NaceSectorsH_52_1,H.52.1 - Warehousing and storage,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_1,0
M.3885,NaceSectorsG_47_2,"G.47.2 - Retail sale of food, beverages and tobacco in specialised stores",NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_2,0
M.3886,NaceSectorsC_20_3_0,"C.20.30 - Manufacture of paints, varnishes and similar coatings, printing ink and mastics",NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_3,0
M.3887,NaceSectorsK_65_1_1,K.65.11 - Life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.3890,NaceSectorsM_73_1,M.73.1 - Advertising,NaceSectorsM,NaceSectorsM_73,NaceSectorsM_73_1,0
M.3891,NaceSectorsM_73_1,M.73.1 - Advertising,NaceSectorsM,NaceSectorsM_73,NaceSectorsM_73_1,0
M.3892,NaceSectorsR_93_1_9,R.93.19 - Other sports activities,NaceSectorsR,NaceSectorsR_93,NaceSectorsR_93_1,0
M.3894,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.3895,NaceSectorsK_66_1_2,K.66.12 - Security and commodity contracts brokerage,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_1,0
M.3897,NaceSectorsK_66,K.66 - Activities auxiliary to financial services and insurance activities,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66,0
M.3898,NaceSectorsG_47_1,G.47.1 - Retail sale in non-specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_1,0
M.3899,NaceSectorsC_26_5_1,"C.26.51 - Manufacture of instruments and appliances for measuring, testing and navigation",NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26_5,0
M.3899,NaceSectorsC_26_7,C.26.7 - Manufacture of optical instruments and photographic equipment,NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26_7,0
M.390,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.3900,NaceSectorsC_24_2_0,"C.24.20 - Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_2,0
M.3902,NaceSectorsC_23_5,"C.23.5 - Manufacture of cement, lime and plaster",NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_5,0
M.3904,NaceSectorsC_10_5,C.10.5 - Manufacture of dairy products,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_5,0
M.3905,NaceSectorsG_47_1,G.47.1 - Retail sale in non-specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_1,0
M.3906,NaceSectorsH_52_2,H.52.2 - Support activities for transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.3907,NaceSectorsJ_60_2,J.60.2 - Television programming and broadcasting activities,NaceSectorsJ,NaceSectorsJ_60,NaceSectorsJ_60_2,0
M.3908,NaceSectorsG_46_7_6,G.46.76 - Wholesale of other intermediate products,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.391,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.3910,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.3911,NaceSectorsC_26_2,C.26.2 - Manufacture of computers and peripheral equipment,NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26_2,0
M.3911,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.3912,NaceSectorsG_46_3,"G.46.3 - Wholesale of food, beverages and tobacco",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_3,0
M.3913,NaceSectorsH_52_2_3,H.52.23 - Service activities incidental to air transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.3914,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.3915,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.3916,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,1
M.3917,NaceSectorsC_22_2_2,C.22.22 - Manufacture of plastic packing goods,NaceSectorsC,NaceSectorsC_22,NaceSectorsC_22_2,0
M.3917,NaceSectorsK_64_9_1,K.64.91 - Financial leasing,NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64_9,0
M.3918,NaceSectorsC_27_3_2,C.27.32 - Manufacture of other electronic and electric wires and cables,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_3,0
M.392,NaceSectorsC_20_2_0,C.20.20 - Manufacture of pesticides and other agrochemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_2,0
M.3920,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.3921,NaceSectorsC_17_2_3,C.17.23 - Manufacture of paper stationery,NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_2,0
M.3923,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.3924,NaceSectorsC_10,C.10 - Manufacture of food products,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10,0
M.3925,NaceSectorsH_52_2_1,H.52.21 - Service activities incidental to land transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.3926,NaceSectorsC_23_5_1,C.23.51 - Manufacture of cement,NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_5,0
M.3927,NaceSectorsC_23_6_1,C.23.61 - Manufacture of concrete products for construction purposes,NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_6,0
M.3928,NaceSectorsC_21_2_0,C.21.20 - Manufacture of pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21_2,0
M.3929,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.3930,NaceSectorsC_28_4_9,C.28.49 - Manufacture of other machine tools,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_4,0
M.3931,NaceSectorsG_46_3_9,"G.46.39 - Non-specialised wholesale of food, beverages and tobacco",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_3,0
M.3931,NaceSectorsG_47_1_9,G.47.19 - Other retail sale in non-specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_1,0
M.3932,NaceSectorsC_30_1,C.30.1 - Building of ships and boats,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_1,0
M.3933,NaceSectorsC_14_1_9,C.14.19 - Manufacture of other wearing apparel and accessories,NaceSectorsC,NaceSectorsC_14,NaceSectorsC_14_1,0
M.3935,NaceSectorsC_17,C.17 - Manufacture of paper and paper products,NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17,0
M.3937,NaceSectorsS_95_2_3,S.95.23 - Repair of footwear and leather goods,NaceSectorsS,NaceSectorsS_95,NaceSectorsS_95_2,0
M.3938,NaceSectorsG_46_7_3,"G.46.73 - Wholesale of wood, construction materials and sanitary equipment",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.3939,NaceSectorsC_17_1,"C.17.1 - Manufacture of pulp, paper and paperboard",NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_1,0
M.3939,NaceSectorsC_18_1_4,C.18.14 - Binding and related services,NaceSectorsC,NaceSectorsC_18,NaceSectorsC_18_1,0
M.3939,NaceSectorsC_20_3_0,"C.20.30 - Manufacture of paints, varnishes and similar coatings, printing ink and mastics",NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_3,0
M.394,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.394,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.3940,NaceSectorsH_51_1_0,H.51.10 - Passenger air transport,NaceSectorsH,NaceSectorsH_51,NaceSectorsH_51_1,1
M.3941,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.3942,NaceSectorsC_14_1_9,C.14.19 - Manufacture of other wearing apparel and accessories,NaceSectorsC,NaceSectorsC_14,NaceSectorsC_14_1,0
M.3942,NaceSectorsC_15_2,C.15.2 - Manufacture of footwear,NaceSectorsC,NaceSectorsC_15,NaceSectorsC_15_2,0
M.3943,NaceSectorsC_23_6,"C.23.6 - Manufacture of articles of concrete, cement and plaster",NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_6,0
M.3943,NaceSectorsG_46_7,G.46.7 - Other specialised wholesale,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.3944,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.3945,NaceSectorsC_23_3_2,"C.23.32 - Manufacture of bricks, tiles and construction products, in baked clay",NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_3,0
M.3946,NaceSectorsC_22_2,C.22.2 - Manufacture of plastic products,NaceSectorsC,NaceSectorsC_22,NaceSectorsC_22_2,0
M.3947,NaceSectorsH_50_2_0,H.50.20 - Sea and coastal freight water transport,NaceSectorsH,NaceSectorsH_50,NaceSectorsH_50_2,0
M.3949,NaceSectorsD_35_2,D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_2,0
M.395,NaceSectorsC_16,"C.16 - Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",NaceSectorsC,NaceSectorsC_16,NaceSectorsC_16,0
M.3950,NaceSectorsB_6,B.06 - Extraction of crude petroleum and natural gas,NaceSectorsB,NaceSectorsB_6,NaceSectorsB_6,0
M.3951,NaceSectorsG_46_3,"G.46.3 - Wholesale of food, beverages and tobacco",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_3,0
M.3951,NaceSectorsG_47_2,"G.47.2 - Retail sale of food, beverages and tobacco in specialised stores",NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_2,0
M.3951,NaceSectorsI_56_1_0,I.56.10 - Restaurants and mobile food service activities,NaceSectorsI,NaceSectorsI_56,NaceSectorsI_56_1,0
M.3952,NaceSectorsC_24_1_0,C.24.10 - Manufacture of basic iron and steel and of ferro-alloys,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_1,0
M.3953,NaceSectorsJ_60_2,J.60.2 - Television programming and broadcasting activities,NaceSectorsJ,NaceSectorsJ_60,NaceSectorsJ_60_2,0
M.3955,NaceSectorsQ_87_3_0,Q.87.30 - Residential care activities for the elderly and disabled,NaceSectorsQ,NaceSectorsQ_87,NaceSectorsQ_87_3,0
M.3957,NaceSectorsN_82_9_1,N.82.91 - Activities of collection agencies and credit bureaus,NaceSectorsN,NaceSectorsN_82,NaceSectorsN_82_9,0
M.3958,NaceSectorsC_30_9_9,C.30.99 - Manufacture of other transport equipment n.e.c.,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_9,0
M.3959,NaceSectorsG_47_7_5,G.47.75 - Retail sale of cosmetic and toilet articles in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_7,0
M.3960,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.3961,NaceSectorsJ_58_1_4,J.58.14 - Publishing of journals and periodicals,NaceSectorsJ,NaceSectorsJ_58,NaceSectorsJ_58_1,0
M.3961,NaceSectorsJ_60_2,J.60.2 - Television programming and broadcasting activities,NaceSectorsJ,NaceSectorsJ_60,NaceSectorsJ_60_2,0
M.3962,NaceSectorsC_28_9_3,"C.28.93 - Manufacture of machinery for food, beverage and tobacco processing",NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_9,0
M.3963,NaceSectorsC_27_4_0,C.27.40 - Manufacture of electric lighting equipment,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_4,0
M.3964,NaceSectorsD_35_1_3,D.35.13 - Distribution of electricity,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.3966,NaceSectorsL_68,L.68 - Real estate activities,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68,0
M.3968,NaceSectorsA_1_4_6,A.01.46 - Raising of swine/pigs,NaceSectorsA,NaceSectorsA_1,NaceSectorsA_1_4,0
M.3968,NaceSectorsC_10_1,C.10.1 - Processing and preserving of meat and production of meat products,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_1,0
M.3969,NaceSectorsK_64_9_1,K.64.91 - Financial leasing,NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64_9,0
M.397,NaceSectorsN_77_1_1,N.77.11 - Rental and leasing of cars and light motor vehicles,NaceSectorsN,NaceSectorsN_77,NaceSectorsN_77_1,0
M.3971,NaceSectorsH_52_2_1,H.52.21 - Service activities incidental to land transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.3972,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.3973,NaceSectorsH_50_2_0,H.50.20 - Sea and coastal freight water transport,NaceSectorsH,NaceSectorsH_50,NaceSectorsH_50_2,0
M.3974,NaceSectorsC_28_2_5,C.28.25 - Manufacture of non-domestic cooling and ventilation equipment,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_2,0
M.3974,NaceSectorsF_41_2_0,F.41.20 - Construction of residential and non-residential buildings,NaceSectorsF,NaceSectorsF_41,NaceSectorsF_41_2,0
M.3975,NaceSectorsC_10_6_2,C.10.62 - Manufacture of starches and starch products,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_6,0
M.3975,NaceSectorsC_10_8_9,C.10.89 - Manufacture of other food products n.e.c.,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_8,0
M.3976,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.3978,NaceSectorsJ_62_0,"J.62.0 - Computer programming, consultancy and related activities",NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.398,NaceSectorsC_17_2,C.17.2 - Manufacture of articles of paper and paperboard,NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_2,0
M.3980,NaceSectorsC_26_7,C.26.7 - Manufacture of optical instruments and photographic equipment,NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26_7,0
M.3980,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.3981,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.3982,NaceSectorsB_9_1,B.09.1 - Support activities for petroleum and natural gas extraction,NaceSectorsB,NaceSectorsB_9,NaceSectorsB_9_1,0
M.3983,NaceSectorsC_18,C.18 - Printing and reproduction of recorded media,NaceSectorsC,NaceSectorsC_18,NaceSectorsC_18,0
M.3984,NaceSectorsC_27_9,C.27.9 - Manufacture of other electrical equipment,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_9,0
M.3985,NaceSectorsC_25_4,C.25.4 - Manufacture of weapons and ammunition,NaceSectorsC,NaceSectorsC_25,NaceSectorsC_25_4,0
M.3986,NaceSectorsD_35,"D.35 - Electricity, gas, steam and air conditioning supply",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35,0
M.3987,NaceSectorsN_77_1_1,N.77.11 - Rental and leasing of cars and light motor vehicles,NaceSectorsN,NaceSectorsN_77,NaceSectorsN_77_1,0
M.3987,NaceSectorsN_77_3,"N.77.3 - Rental and leasing of other machinery, equipment and tangible goods",NaceSectorsN,NaceSectorsN_77,NaceSectorsN_77_3,0
M.3988,NaceSectorsR_93_1_9,R.93.19 - Other sports activities,NaceSectorsR,NaceSectorsR_93,NaceSectorsR_93_1,0
M.399,NaceSectorsC_13_1_0,C.13.10 - Preparation and spinning of textile fibres,NaceSectorsC,NaceSectorsC_13,NaceSectorsC_13_1,0
M.3990,NaceSectorsC_21_2,C.21.2 - Manufacture of pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21_2,0
M.3990,NaceSectorsG_46_4_6,G.46.46 - Wholesale of pharmaceutical goods,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_4,0
M.3990,NaceSectorsG_47_7,G.47.7 - Retail sale of other goods in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_7,0
M.3995,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.3996,NaceSectorsC_14_1_2,C.14.12 - Manufacture of workwear,NaceSectorsC,NaceSectorsC_14,NaceSectorsC_14_1,0
M.3997,NaceSectorsC_14_1_4,C.14.14 - Manufacture of underwear,NaceSectorsC,NaceSectorsC_14,NaceSectorsC_14_1,0
M.3997,NaceSectorsG_46_4_1,G.46.41 - Wholesale of textiles,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_4,0
M.3997,NaceSectorsG_47_7_1,G.47.71 - Retail sale of clothing in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_7,0
M.3997,NaceSectorsK_66_1_2,K.66.12 - Security and commodity contracts brokerage,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_1,0
M.3998,NaceSectorsC_26_2,C.26.2 - Manufacture of computers and peripheral equipment,NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26_2,1
M.3999,NaceSectorsB_6_1,B.06.1 - Extraction of crude petroleum,NaceSectorsB,NaceSectorsB_6,NaceSectorsB_6_1,0
