case_caseNumber,case_caseSectors_code,case_caseSectors_label,case_caseSectors_code_level1,case_caseSectors_code_level2,case_caseSectors_code_level3,has_keyword_hit
M.7396,NaceSectorsC_19_2_0,C.19.20 - Manufacture of refined petroleum products,NaceSectorsC,NaceSectorsC_19,NaceSectorsC_19_2,0
M.7397,NaceSectorsH_51_1,H.51.1 - Passenger air transport,NaceSectorsH,NaceSectorsH_51,NaceSectorsH_51_1,0
M.7397,NaceSectorsK_66_3_0,K.66.30 - Fund management activities,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_3,0
M.7398,NaceSectorsH_52_2_3,H.52.23 - Service activities incidental to air transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7399,NaceSectorsB_7_2_9,B.07.29 - Mining of other non-ferrous metal ores,NaceSectorsB,NaceSectorsB_7,NaceSectorsB_7_2,0
M.740,NaceSectorsC_24,C.24 - Manufacture of basic metals,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24,0
M.7400,NaceSectorsC_28_1_1,"C.28.11 - Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_1,0
M.7400,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.7401,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.7401,NaceSectorsG_45_3_1,G.45.31 - Wholesale trade of motor vehicle parts and accessories,NaceSectorsG,NaceSectorsG_45,NaceSectorsG_45_3,0
M.7402,NaceSectorsC_19_2,C.19.2 - Manufacture of refined petroleum products,NaceSectorsC,NaceSectorsC_19,NaceSectorsC_19_2,0
M.7403,NaceSectorsC_28_1_1,"C.28.11 - Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_1,0
M.7404,NaceSectorsK_65_1_1,K.65.11 - Life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.7404,NaceSectorsK_65_1_2,K.65.12 - Non-life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.7404,NaceSectorsK_65_2,K.65.2 - Reinsurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_2,0
M.7404,NaceSectorsK_66,K.66 - Activities auxiliary to financial services and insurance activities,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66,0
M.7405,NaceSectorsC_29_1,C.29.1 - Manufacture of motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_1,0
M.7405,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.7406,NaceSectorsC_20_1_4,C.20.14 - Manufacture of other organic basic chemicals,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.7406,NaceSectorsC_20_1_7,C.20.17 - Manufacture of synthetic rubber in primary forms,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.7407,NaceSectorsC_29_3,C.29.3 - Manufacture of parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.7407,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.7408,NaceSectorsC_10_8_2,"C.10.82 - Manufacture of cocoa, chocolate and sugar confectionery",NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_8,0
M.7409,NaceSectorsK_65_1_1,K.65.11 - Life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.7409,NaceSectorsK_65_1_2,K.65.12 - Non-life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.7409,NaceSectorsK_65_2,K.65.2 - Reinsurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_2,0
M.7409,NaceSectorsK_66,K.66 - Activities auxiliary to financial services and insurance activities,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66,0
M.741,NaceSectorsC_30_9_1,C.30.91 - Manufacture of motorcycles,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_9,0
M.7411,NaceSectorsF_41_2_0,F.41.20 - Construction of residential and non-residential buildings,NaceSectorsF,NaceSectorsF_41,NaceSectorsF_41_2,0
M.7411,NaceSectorsK_64_2_0,K.64.20 - Activities of holding companies,NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64_2,0
M.7411,NaceSectorsK_64_3_0,"K.64.30 - Trusts, funds and similar financial entities",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64_3,0
M.7411,NaceSectorsL_68,L.68 - Real estate activities,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68,0
M.7412,NaceSectorsC_22_2,C.22.2 - Manufacture of plastic products,NaceSectorsC,NaceSectorsC_22,NaceSectorsC_22_2,0
M.7412,NaceSectorsC_22_2_2,C.22.22 - Manufacture of plastic packing goods,NaceSectorsC,NaceSectorsC_22,NaceSectorsC_22_2,0
M.7413,NaceSectorsK_64_9_1,K.64.91 - Financial leasing,NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64_9,0
M.7414,NaceSectorsK_65_1_1,K.65.11 - Life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.7414,NaceSectorsK_65_2,K.65.2 - Reinsurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_2,0
M.7414,NaceSectorsK_66,K.66 - Activities auxiliary to financial services and insurance activities,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66,0
M.7415,NaceSectorsK_64_1_9,K.64.19 - Other monetary intermediation,NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64_1,0
M.7416,NaceSectorsH_52_2_1,H.52.21 - Service activities incidental to land transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7416,NaceSectorsI_56_1,I.56.1 - Restaurants and mobile food service activities,NaceSectorsI,NaceSectorsI_56,NaceSectorsI_56_1,0
M.7416,NaceSectorsL_68_1,L.68.1 - Buying and selling of own real estate,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68_1,0
M.7416,NaceSectorsL_68_2,L.68.2 - Rental and operating of own or leased real estate,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68_2,0
M.7416,NaceSectorsL_68_3_2,L.68.32 - Management of real estate on a fee or contract basis,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68_3,0
M.7417,NaceSectorsC_10_4_1,C.10.41 - Manufacture of oils and fats,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_4,0
M.7417,NaceSectorsC_10_4_2,C.10.42 - Manufacture of margarine and similar edible fats,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_4,0
M.7418,NaceSectorsC_29_3,C.29.3 - Manufacture of parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.7419,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.7419,NaceSectorsJ_61_2,J.61.2 - Wireless telecommunications activities,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61_2,0
M.742,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.7420,NaceSectorsC_29_3,C.29.3 - Manufacture of parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.7421,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,1
M.7422,NaceSectorsB_6,B.06 - Extraction of crude petroleum and natural gas,NaceSectorsB,NaceSectorsB_6,NaceSectorsB_6,0
M.7423,NaceSectorsJ_62,"J.62 - Computer programming, consultancy and related activities",NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62,0
M.7424,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.7425,NaceSectorsC_27_5_1,C.27.51 - Manufacture of electric domestic appliances,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_5,0
M.7426,NaceSectorsK_64_9_1,K.64.91 - Financial leasing,NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64_9,0
M.7427,NaceSectorsH_52_2_2,H.52.22 - Service activities incidental to water transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7428,NaceSectorsF_42_1_1,F.42.11 - Construction of roads and motorways,NaceSectorsF,NaceSectorsF_42,NaceSectorsF_42_1,0
M.7428,NaceSectorsH_52_2_1,H.52.21 - Service activities incidental to land transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7428,NaceSectorsL_68_3_2,L.68.32 - Management of real estate on a fee or contract basis,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68_3,0
M.7429,NaceSectorsC_28_1,C.28.1 - Manufacture of general-purpose machinery,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_1,0
M.7429,NaceSectorsC_28_1_1,"C.28.11 - Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_1,0
M.7429,NaceSectorsC_28_1_3,C.28.13 - Manufacture of other pumps and compressors,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_1,0
M.7429,NaceSectorsC_28_9_9,C.28.99 - Manufacture of other special-purpose machinery n.e.c.,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_9,0
M.743,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.7430,NaceSectorsN_79,"N.79 - Travel agency, tour operator and other reservation service and related activities",NaceSectorsN,NaceSectorsN_79,NaceSectorsN_79,0
M.7431,NaceSectorsK_65_1_2,K.65.12 - Non-life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.7431,NaceSectorsK_65_2,K.65.2 - Reinsurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_2,0
M.7433,NaceSectorsN_81,N.81 - Services to buildings and landscape activities,NaceSectorsN,NaceSectorsN_81,NaceSectorsN_81,0
M.7434,NaceSectorsC_10_5,C.10.5 - Manufacture of dairy products,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_5,0
M.7435,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.7435,NaceSectorsC_21,C.21 - Manufacture of basic pharmaceutical products and pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21,0
M.7435,NaceSectorsC_26_5_1,"C.26.51 - Manufacture of instruments and appliances for measuring, testing and navigation",NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26_5,0
M.7436,NaceSectorsJ_58_2_9,J.58.29 - Other software publishing,NaceSectorsJ,NaceSectorsJ_58,NaceSectorsJ_58_2,0
M.7436,NaceSectorsJ_62_0_1,J.62.01 - Computer programming activities,NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.7437,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.7439,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.744,NaceSectorsC_23_9_9,C.23.99 - Manufacture of other non-metallic mineral products n.e.c.,NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_9,0
M.7440,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.7442,NaceSectorsL_68_2_0,L.68.20 - Rental and operating of own or leased real estate,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68_2,0
M.7444,NaceSectorsI_55_1_0,I.55.10 - Hotels and similar accommodation,NaceSectorsI,NaceSectorsI_55,NaceSectorsI_55_1,0
M.7445,NaceSectorsG_47_7_7,G.47.77 - Retail sale of watches and jewellery in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_7,0
M.7446,NaceSectorsM_73,M.73 - Advertising and market research,NaceSectorsM,NaceSectorsM_73,NaceSectorsM_73,0
M.7447,NaceSectorsM_73,M.73 - Advertising and market research,NaceSectorsM,NaceSectorsM_73,NaceSectorsM_73,0
M.7448,NaceSectorsM_73,M.73 - Advertising and market research,NaceSectorsM,NaceSectorsM_73,NaceSectorsM_73,0
M.7449,NaceSectorsH_49_1_0,"H.49.10 - Passenger rail transport, interurban",NaceSectorsH,NaceSectorsH_49,NaceSectorsH_49_1,1
M.745,NaceSectorsB_6_1,B.06.1 - Extraction of crude petroleum,NaceSectorsB,NaceSectorsB_6,NaceSectorsB_6_1,0
M.7450,NaceSectorsC_26,"C.26 - Manufacture of computer, electronic and optical products",NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26,0
M.7453,NaceSectorsA_1_2_2,A.01.22 - Growing of tropical and subtropical fruits,NaceSectorsA,NaceSectorsA_1,NaceSectorsA_1_2,0
M.7453,NaceSectorsA_1_2_3,A.01.23 - Growing of citrus fruits,NaceSectorsA,NaceSectorsA_1,NaceSectorsA_1_2,0
M.7453,NaceSectorsC_10_3_2,C.10.32 - Manufacture of fruit and vegetable juice,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_3,0
M.7453,NaceSectorsC_10_3_9,C.10.39 - Other processing and preserving of fruit and vegetables,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_3,0
M.7453,NaceSectorsG_46_3_1,G.46.31 - Wholesale of fruit and vegetables,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_3,0
M.7456,NaceSectorsB_8_9_9,B.08.99 - Other mining and quarrying n.e.c.,NaceSectorsB,NaceSectorsB_8,NaceSectorsB_8_9,0
M.7457,NaceSectorsC_23_9_9,C.23.99 - Manufacture of other non-metallic mineral products n.e.c.,NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_9,0
M.7458,NaceSectorsJ_58_1_2,J.58.12 - Publishing of directories and mailing lists,NaceSectorsJ,NaceSectorsJ_58,NaceSectorsJ_58_1,0
M.7458,NaceSectorsJ_62,"J.62 - Computer programming, consultancy and related activities",NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62,0
M.7458,NaceSectorsJ_62_0_9,J.62.09 - Other information technology and computer service activities,NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.7459,NaceSectorsC_32_5,C.32.5 - Manufacture of medical and dental instruments and supplies,NaceSectorsC,NaceSectorsC_32,NaceSectorsC_32_5,0
M.7459,NaceSectorsC_32_5_0,C.32.50 - Manufacture of medical and dental instruments and supplies,NaceSectorsC,NaceSectorsC_32,NaceSectorsC_32_5,0
M.7460,NaceSectorsE_38_3,E.38.3 - Materials recovery,NaceSectorsE,NaceSectorsE_38,NaceSectorsE_38_3,0
M.7460,NaceSectorsG_46,"G.46 - Wholesale trade, except of motor vehicles and motorcycles",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46,0
M.7461,NaceSectorsC_24_1,C.24.1 - Manufacture of basic iron and steel and of ferro-alloys,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_1,0
M.7461,NaceSectorsG_46_7_2,G.46.72 - Wholesale of metals and metal ores,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.7462,NaceSectorsK_65_1_1,K.65.11 - Life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.7462,NaceSectorsK_65_1_2,K.65.12 - Non-life insurance,NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65_1,0
M.7463,NaceSectorsC_25_9_3,"C.25.93 - Manufacture of wire products, chain and springs",NaceSectorsC,NaceSectorsC_25,NaceSectorsC_25_9,0
M.7464,NaceSectorsC_24_2_0,"C.24.20 - Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_2,0
M.7464,NaceSectorsF_42_9_9,F.42.99 - Construction of other civil engineering projects n.e.c.,NaceSectorsF,NaceSectorsF_42,NaceSectorsF_42_9,0
M.7465,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.7465,NaceSectorsC_20_1_4,C.20.14 - Manufacture of other organic basic chemicals,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.7466,NaceSectorsG_47_1,G.47.1 - Retail sale in non-specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_1,0
M.7467,NaceSectorsC_28_1_1,"C.28.11 - Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_1,0
M.7467,NaceSectorsC_28_1_3,C.28.13 - Manufacture of other pumps and compressors,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_1,0
M.7467,NaceSectorsC_33,C.33 - Repair and installation of machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33,0
M.7468,NaceSectorsD_35_1_1,D.35.11 - Production of electricity,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.7469,NaceSectorsK_64_9,"K.64.9 - Other financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64_9,0
M.747,NaceSectorsD_35_2,D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_2,0
M.7470,NaceSectorsG_47_9_1,G.47.91 - Retail sale via mail order houses or via Internet,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_9,0
M.7471,NaceSectorsC_10_9,C.10.9 - Manufacture of prepared animal feeds,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_9,0
M.7472,NaceSectorsH_52,H.52 - Warehousing and support activities for transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52,0
M.7472,NaceSectorsH_52_1_0,H.52.10 - Warehousing and storage,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_1,0
M.7472,NaceSectorsH_52_2_1,H.52.21 - Service activities incidental to land transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7472,NaceSectorsH_52_2_2,H.52.22 - Service activities incidental to water transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7472,NaceSectorsH_52_2_3,H.52.23 - Service activities incidental to air transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7472,NaceSectorsH_52_2_9,H.52.29 - Other transportation support activities,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.7473,NaceSectorsG_46_7_1,"G.46.71 - Wholesale of solid, liquid and gaseous fuels and related products",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.7474,NaceSectorsL_68,L.68 - Real estate activities,NaceSectorsL,NaceSectorsL_68,NaceSectorsL_68,0
M.7475,NaceSectorsK_66_1,"K.66.1 - Activities auxiliary to financial services, except insurance and pension funding",NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_1,0
M.7476,NaceSectorsJ_58_1,"J.58.1 - Publishing of books, periodicals and other publishing activities",NaceSectorsJ,NaceSectorsJ_58,NaceSectorsJ_58_1,0
M.7477,NaceSectorsB_9_1,B.09.1 - Support activities for petroleum and natural gas extraction,NaceSectorsB,NaceSectorsB_9,NaceSectorsB_9_1,0
M.7478,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.7478,NaceSectorsK_66_3,K.66.3 - Fund management activities,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_3,0
M.7479,NaceSectorsC_24,C.24 - Manufacture of basic metals,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24,0
M.7479,NaceSectorsC_25,"C.25 - Manufacture of fabricated metal products, except machinery and equipment",NaceSectorsC,NaceSectorsC_25,NaceSectorsC_25,0
M.748,NaceSectorsH_49,H.49 - Land transport and transport via pipelines,NaceSectorsH,NaceSectorsH_49,NaceSectorsH_49,0
M.7480,NaceSectorsC_21_1,C.21.1 - Manufacture of basic pharmaceutical products,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21_1,0
M.7481,NaceSectorsJ_59_1_3,"J.59.13 - Motion picture, video and television programme distribution activities",NaceSectorsJ,NaceSectorsJ_59,NaceSectorsJ_59_1,0
M.7481,NaceSectorsJ_60,J.60 - Programming and broadcasting activities,NaceSectorsJ,NaceSectorsJ_60,NaceSectorsJ_60,0
M.7481,NaceSectorsJ_60_1_0,J.60.10 - Radio broadcasting,NaceSectorsJ,NaceSectorsJ_60,NaceSectorsJ_60_1,0
M.7481,NaceSectorsJ_60_2,J.60.2 - Television programming and broadcasting activities,NaceSectorsJ,NaceSectorsJ_60,NaceSectorsJ_60_2,0
M.7481,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.7481,NaceSectorsJ_61_2,J.61.2 - Wireless telecommunications activities,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61_2,0
M.7483,NaceSectorsH_49_1,"H.49.1 - Passenger rail transport, interurban",NaceSectorsH,NaceSectorsH_49,NaceSectorsH_49_1,0
M.7484,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.7484,NaceSectorsC_20_1_6,C.20.16 - Manufacture of plastics in primary forms,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.7484,NaceSectorsC_22_2,C.22.2 - Manufacture of plastic products,NaceSectorsC,NaceSectorsC_22,NaceSectorsC_22_2,0
M.7484,NaceSectorsC_22_2_9,C.22.29 - Manufacture of other plastic products,NaceSectorsC,NaceSectorsC_22,NaceSectorsC_22_2,0
M.7484,NaceSectorsE_38_3_2,E.38.32 - Recovery of sorted materials,NaceSectorsE,NaceSectorsE_38,NaceSectorsE_38_3,0
M.7485,NaceSectorsN_82_9,N.82.9 - Business support service activities n.e.c.,NaceSectorsN,NaceSectorsN_82,NaceSectorsN_82_9,0
M.7486,NaceSectorsG_46_5,G.46.5 - Wholesale of information and communication equipment,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_5,0
M.7487,NaceSectorsC_17_1,"C.17.1 - Manufacture of pulp, paper and paperboard",NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_1,0
M.7487,NaceSectorsN_82_9_1,N.82.91 - Activities of collection agencies and credit bureaus,NaceSectorsN,NaceSectorsN_82,NaceSectorsN_82_9,0
M.7490,NaceSectorsD_35,"D.35 - Electricity, gas, steam and air conditioning supply",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35,0
M.7491,NaceSectorsC_23_4_2,C.23.42 - Manufacture of ceramic sanitary fixtures,NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_4,0
M.7491,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.7492,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.7493,NaceSectorsD_35_1_2,D.35.12 - Transmission of electricity,NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.7494,NaceSectorsC_21,C.21 - Manufacture of basic pharmaceutical products and pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21,0
M.7494,NaceSectorsG_46_4_6,G.46.46 - Wholesale of pharmaceutical goods,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_4,0
M.7494,NaceSectorsG_47_7_4,G.47.74 - Retail sale of medical and orthopaedic goods in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_7,0
M.7495,NaceSectorsJ_62_0_9,J.62.09 - Other information technology and computer service activities,NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.7496,NaceSectorsC_26_1,C.26.1 - Manufacture of electronic components and boards,NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26_1,0
M.7496,NaceSectorsC_29_2_0,C.29.20 - Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_2,0
